,Name,Age,Height,Weight,NOC,Year,City,Medal,Times_Participated,Participation_Number
187918,Peter Phelps,19.0,185.30803571428572,79.37983587338805,AUS,1964,Tokyo,no medal,1,1
188042,Brian Phillips,18.0,189.0,80.0,CAN,1972,Munich,no medal,1,1
188337,Ronald Pickard,19.0,190.0,74.0,ISV,1988,Seoul,no medal,1,1
188346,"Stephen ""Steve"" Pickell",18.0,185.30803571428572,79.37983587338805,CAN,1976,Montreal,no medal,1,1
188856,Alexander Pilhatsch,21.0,196.0,95.0,AUT,1984,Los Angeles,no medal,2,1
188928,Denis Sergeyevich Pimankov,25.0,190.0,87.0,RUS,2000,Sydney,no medal,3,2
189107,Ryan John Pini,22.0,196.0,98.0,PNG,2004,Athina,no medal,4,1
189110,Ryan John Pini,26.0,196.0,98.0,PNG,2008,Beijing,no medal,4,2
189120,Jos Manuel Pinillo Antoln,22.0,185.30803571428572,79.37983587338805,ESP,1924,Paris,no medal,1,1
189407,Alvaro Roberto de Avila Pires,23.0,185.0,84.0,BRA,1964,Tokyo,no medal,2,1
189695,Filippo Piva,21.0,176.0,66.0,SMR,1988,Seoul,no medal,2,1
189698,Michele Piva,18.0,183.0,75.0,SMR,1984,Los Angeles,no medal,2,1
189703,Michele Piva,23.0,183.0,75.0,SMR,1988,Seoul,no medal,2,2
190936,Emilio Polli,21.505691056910567,185.30803571428572,79.37983587338805,ITA,1928,Amsterdam,no medal,2,2
191545,Aleksandr Vladimirovich Popov,24.0,200.0,87.0,RUS,1996,Atlanta,Gold,7,4
191549,Aleksandr Vladimirovich Popov,28.0,200.0,87.0,RUS,2000,Sydney,Silver,7,6
191552,Aleksandr Vladimirovich Popov,32.0,200.0,87.0,RUS,2004,Athina,no medal,7,7
191800,"Antonio ""Tony"" Portela",18.0,168.0,73.0,PUR,1984,Los Angeles,no medal,1,1
192233,Sovijja Pou,21.0,169.0,62.0,CAM,2016,Rio de Janeiro,no medal,1,1
192245,Georges Pouilley,21.505691056910567,185.30803571428572,79.37983587338805,FRA,1920,Antwerpen,no medal,1,1
192323,"Richard William Duncan ""Dick"" Pound",18.0,188.0,74.0,CAN,1960,Roma,no medal,1,1
192834,Vladimir Viktorovich Predkin,27.0,189.0,84.0,RUS,1996,Atlanta,no medal,1,1
193404,Carl Harvie Probert,16.0,185.0,83.0,FIJ,1992,Barcelona,no medal,5,1
193411,Carl Harvie Probert,25.0,185.0,83.0,FIJ,2000,Sydney,no medal,5,3
193414,Carl Harvie Probert,28.0,185.0,83.0,FIJ,2004,Athina,no medal,5,4
193415,Carl Harvie Probert,32.0,185.0,83.0,FIJ,2008,Beijing,no medal,5,5
193723,"Benjamin Ross ""Ben"" Proud",21.0,185.0,92.0,GBR,2016,Rio de Janeiro,no medal,1,1
193980,Paolo Pucci,21.0,185.30803571428572,79.37983587338805,ITA,1956,Melbourne,no medal,1,1
194633,Alfred Harold Pycock,21.505691056910567,185.30803571428572,79.37983587338805,GBR,1924,Paris,no medal,1,1
195005,Roberto Luis Queralt Alentorn,21.0,185.30803571428572,79.37983587338805,ESP,1952,Helsinki,no medal,1,1
195159,Cristin Daniel Quintero Valero,23.0,195.0,90.0,VEN,2016,Rio de Janeiro,no medal,2,2
195557,"Paolo Francesco ""Paul""  Radmilovic",20.0,180.0,76.0,GBR,1906,Athina,no medal,6,1
195561,"Paolo Francesco ""Paul""  Radmilovic",22.0,180.0,76.0,GBR,1908,London,no medal,6,2
195566,"Paolo Francesco ""Paul""  Radmilovic",26.0,180.0,76.0,GBR,1912,Stockholm,no medal,6,3
195637,Marius Radu,24.0,194.0,85.0,ROU,2016,Rio de Janeiro,no medal,1,1
196096,Matti Rajakyl,19.0,189.0,85.0,FIN,2004,Athina,no medal,2,1
196099,Matti Rajakyl,23.0,189.0,85.0,FIN,2008,Beijing,no medal,2,2
196573,Walter Ramme,17.0,185.30803571428572,79.37983587338805,GER,1912,Stockholm,no medal,1,1
196694,Fabrizio Rampazzo,17.0,185.0,73.0,ITA,1980,Moskva,no medal,3,1
196698,Fabrizio Rampazzo,21.0,185.0,73.0,ITA,1984,Los Angeles,no medal,3,2
197124,Mohamed Rasheed,24.0,185.30803571428572,79.37983587338805,MDV,1992,Barcelona,no medal,1,1
197178,Svante Erik Rasmuson,20.0,184.0,78.0,SWE,1976,Montreal,no medal,4,1
197621,Jean-Laurent Ravera,24.0,184.0,69.0,MON,2004,Athina,no medal,1,1
197750,Ian Steed Raynor,20.0,185.30803571428572,79.37983587338805,BER,1992,Barcelona,no medal,1,1
198622,"James Herbert ""Jim"" Reilly",22.0,185.30803571428572,79.37983587338805,USA,1912,Stockholm,no medal,1,1
199444,Paolo Revelli,21.0,196.0,84.0,ITA,1980,Moskva,no medal,3,2
199861,Herlander Felga Ribeiro,17.0,179.0,74.0,POR,1960,Roma,no medal,2,1
199863,Herlander Felga Ribeiro,21.0,179.0,74.0,POR,1964,Tokyo,no medal,2,2
200017,Leslie George Rich,21.0,185.30803571428572,79.37983587338805,USA,1908,London,no medal,1,1
200661,Georges Lucien Rigal,22.0,185.30803571428572,79.37983587338805,FRA,1912,Stockholm,no medal,2,1
200800,Rkarur Rkarsson,22.0,186.0,83.0,ISL,2000,Sydney,no medal,1,1
201047,"Walter Stephen ""Wally"" Ris",24.0,185.30803571428572,79.37983587338805,USA,1948,London,Gold,1,1
201198,Richard Max Ritter,25.0,185.30803571428572,79.37983587338805,GER,1912,Stockholm,no medal,2,2
201681,Ivan Roberts,19.0,185.30803571428572,79.37983587338805,SEY,1992,Barcelona,no medal,1,1
201682,James Roberts,21.0,194.0,90.0,AUS,2012,London,no medal,2,1
201702,Kenny Roberts,14.0,180.0,75.0,SEY,1992,Barcelona,no medal,3,1
201706,Kenny Roberts,18.0,180.0,75.0,SEY,1996,Atlanta,no medal,3,2
201707,Kenny Roberts,22.0,180.0,75.0,SEY,2000,Sydney,no medal,3,3
201722,Niall Roberts,21.0,177.0,75.0,GUY,2012,London,no medal,2,2
201730,Ronald Nathan Roberts,29.0,185.30803571428572,79.37983587338805,GBR,1952,Helsinki,no medal,2,1
201731,Ronald Nathan Roberts,33.0,185.30803571428572,79.37983587338805,GBR,1956,Melbourne,no medal,2,2
201780,Bruce Richard Robertson,19.0,178.0,70.0,CAN,1972,Munich,no medal,2,1
201787,Bruce Richard Robertson,23.0,178.0,70.0,CAN,1976,Montreal,no medal,2,2
202102,Rubn Alejandro Roca Rosillo,19.0,183.0,70.0,CUB,1960,Roma,no medal,1,1
202109,Alfredo Santiago Rocca,24.0,170.0,79.37983587338805,ARG,1932,Los Angeles,no medal,1,1
202324,Leopoldo Rods Pars,21.0,182.0,80.0,ESP,1960,Roma,no medal,1,1
202468,Srgio Geraldo de Alencar Rodrgues,18.0,185.30803571428572,79.37983587338805,BRA,1948,London,no medal,2,1
202587,Fernando Rodrguez,21.0,181.0,75.0,PER,1984,Los Angeles,no medal,1,1
203006,"Gregory Francis ""Greg"" Rogers",20.0,189.0,87.0,AUS,1968,Mexico City,no medal,2,1
203010,"Gregory Francis ""Greg"" Rogers",24.0,189.0,87.0,AUS,1972,Munich,no medal,2,2
203035,Neil William Rogers,19.0,183.0,87.0,AUS,1972,Munich,no medal,2,1
203039,Neil William Rogers,23.0,183.0,87.0,AUS,1976,Montreal,no medal,2,2
203143,Peter Ramsdahl Rohde,19.0,191.0,87.0,DEN,1984,Los Angeles,no medal,2,1
203146,Peter Ramsdahl Rohde,23.0,191.0,87.0,DEN,1988,Seoul,no medal,2,2
203302,Luis Enrique Rojas Carpena,25.0,182.0,85.0,VEN,2004,Athina,no medal,1,1
203714,Pyotr Romashkin,19.0,185.0,70.0,UZB,2008,Beijing,no medal,1,1
203757,Adrian D. Romero,19.0,185.30803571428572,79.37983587338805,GUM,1992,Barcelona,no medal,1,1
204021,Jan Roodzant,24.0,191.0,80.0,ARU,2008,Beijing,no medal,1,1
204034,Egon Roolaid (Rosenberg-),17.0,177.0,75.0,EST,1936,Berlin,no medal,1,1
204203,Gerardo Rosario,23.0,175.0,57.0,PHI,1976,Montreal,no medal,2,2
204550,Norman DeMille Ross,23.0,188.0,79.37983587338805,USA,1920,Antwerpen,no medal,1,1
204691,Erik Rosskopf,19.0,185.0,68.0,ISV,1984,Los Angeles,no medal,1,1
205084,Michel Rousseau,19.0,181.0,77.0,FRA,1968,Mexico City,no medal,3,1
205087,Michel Rousseau,23.0,181.0,77.0,FRA,1972,Munich,no medal,3,2
205091,Michel Rousseau,27.0,181.0,77.0,FRA,1976,Montreal,no medal,3,3
205792,Nils Rudolph,26.0,195.0,87.0,GER,1992,Barcelona,no medal,1,1
206025,Salvador Ruz de Chvez Ochoa,25.0,170.0,66.0,MEX,1964,Tokyo,no medal,2,1
206028,Salvador Ruz de Chvez Ochoa,29.0,170.0,66.0,MEX,1968,Mexico City,no medal,2,2
206050,Oleg Rukhlevich,22.0,185.30803571428572,79.37983587338805,BLR,1996,Atlanta,no medal,2,1
206051,Oleg Rukhlevich,26.0,185.30803571428572,79.37983587338805,BLR,2000,Sydney,no medal,2,2
206567,Andrew Mark Rutherfurd Aliaga,23.0,178.0,80.0,BOL,2012,London,no medal,1,1
206774,John Sydney Ryan,20.0,185.30803571428572,79.37983587338805,AUS,1964,Tokyo,no medal,1,1
206806,Noel Philip Ryan,21.505691056910567,178.0,79.37983587338805,AUS,1932,Los Angeles,no medal,1,1
206826,Shane Ryan,22.0,198.0,89.0,IRL,2016,Rio de Janeiro,no medal,1,1
207147,Zaki Saad al-Dine,21.505691056910567,185.30803571428572,79.37983587338805,EGY,1936,Berlin,no medal,1,1
207524,Mindaugas Sadauskas,22.0,193.0,92.0,LTU,2012,London,no medal,1,1
207774,Patrick C. Sagisi,20.0,188.0,70.0,GUM,1992,Barcelona,no medal,3,2
207846,Oussama Sahnoune,24.0,190.0,90.0,ALG,2016,Rio de Janeiro,no medal,1,1
207861,Ahmed Said,22.0,176.0,70.0,EGY,1984,Los Angeles,no medal,1,1
208046,Kenkichi Saito,25.0,185.30803571428572,79.37983587338805,JPN,1920,Antwerpen,no medal,1,1
208105,Oscar Saiz Amigo,19.0,185.30803571428572,79.37983587338805,VEN,1952,Helsinki,no medal,1,1
208302,Jonathan Dehe Sakovich,18.0,178.0,74.0,GUM,1988,Seoul,no medal,1,1
208434,Andrzej Salamon,24.0,180.0,84.0,POL,1960,Roma,no medal,1,1
208756,Peter A. Salmon,18.0,185.30803571428572,79.37983587338805,CAN,1948,London,no medal,2,1
208759,Peter A. Salmon,22.0,185.30803571428572,79.37983587338805,CAN,1952,Helsinki,no medal,2,2
209141,Samnang Prak,23.0,170.0,63.0,CAM,1972,Munich,no medal,1,1
209407,Csar Snchez,22.0,183.0,67.0,MEX,1984,Los Angeles,no medal,1,1
209444,Francisco Demetrio Snchez Betancourd,19.0,190.0,90.0,VEN,1996,Atlanta,no medal,2,1
209448,Francisco Demetrio Snchez Betancourd,24.0,190.0,90.0,VEN,2000,Sydney,no medal,2,2
209749,"Nicholas James ""Nick"" Sanders",21.0,185.30803571428572,79.37983587338805,NZL,1992,Barcelona,no medal,1,1
210320,Mario Santibez,18.0,161.0,57.0,MEX,1968,Mexico City,no medal,1,1
211065,Hisayoshi Sato,21.0,179.0,70.0,JPN,2008,Beijing,no medal,1,1
211452,Leslie Savage,23.0,185.30803571428572,79.37983587338805,GBR,1920,Antwerpen,no medal,2,1
211831,Hjalmar Christen Saxtorph,25.0,185.30803571428572,79.37983587338805,DEN,1908,London,no medal,2,2
211864,Percy Sayegh,19.0,176.0,72.0,LIB,1984,Los Angeles,no medal,1,1
212024,Carlos A. Scanavino Villavicenio,24.0,187.0,80.0,URU,1988,Seoul,no medal,2,2
212078,Gordon Scarlett,16.0,188.0,86.0,JAM,1984,Los Angeles,no medal,1,1
212421,Otto Scheff (Sochaczewsky-),18.0,185.30803571428572,79.37983587338805,AUT,1908,London,no medal,3,2
212638,"Fernando ""Xuxa"" de Queiroz Scherer",21.0,193.0,85.0,BRA,1996,Atlanta,no medal,3,1
213051,Edsard Frederik Schlingemann,17.0,187.0,80.0,NED,1984,Los Angeles,no medal,1,1
213191,Peter Schmid,19.0,185.30803571428572,79.37983587338805,AUT,1968,Mexico City,no medal,2,2
213671,Walter Alphons Schneider,20.0,185.30803571428572,79.37983587338805,SUI,1948,London,no medal,2,1
213697,"Maximiliano ""Max"" Schnettler Ramrez",18.0,191.0,83.0,CHI,2004,Athina,no medal,1,1
213779,Roland Mark Schoeman,20.0,190.0,84.0,RSA,2000,Sydney,no medal,4,1
213782,Roland Mark Schoeman,24.0,190.0,84.0,RSA,2004,Athina,Silver,4,2
213814,Clarke Currie Scholes,21.0,191.0,79.0,USA,1952,Helsinki,Gold,1,1
213824,"Donald Arthur ""Don"" Schollander",18.0,180.0,79.0,USA,1964,Tokyo,Gold,2,1
213954,Joseph Isaac Schooling,21.0,184.0,74.0,SGP,2016,Rio de Janeiro,no medal,2,2
214290,Karl Schubert,19.0,185.30803571428572,79.37983587338805,GER,1928,Amsterdam,no medal,1,1
214389,Hernn Schuler,21.505691056910567,185.30803571428572,79.37983587338805,CHI,1928,Amsterdam,no medal,1,1
214796,Albert L. Schwartz,24.0,185.30803571428572,79.37983587338805,USA,1932,Los Angeles,Bronze,1,1
214805,Heiko Schwartz,24.0,188.0,79.37983587338805,GER,1936,Berlin,no medal,2,2
214845,Marquard J. Schwarz,18.0,185.30803571428572,79.37983587338805,USA,1906,Athina,no medal,2,2
215121,Duncan William MacNaughton Scott,19.0,190.0,72.0,GBR,2016,Rio de Janeiro,no medal,1,1
215697,Indrek Sei,19.0,188.0,80.0,EST,1992,Barcelona,no medal,3,1
215700,Indrek Sei,23.0,188.0,80.0,EST,1996,Atlanta,no medal,3,2
215702,Indrek Sei,28.0,188.0,80.0,EST,2000,Sydney,no medal,3,3
217175,"Nicholas ""Nick"" Shackell",21.0,193.0,86.0,GBR,1996,Atlanta,no medal,1,1
